representation,model,protocol,fit,column,coefficient
primary_total_co2,M0star,primary_loco,ETH,climate_zone=C,-0.0209393898744487
primary_total_co2,M0star,primary_loco,ETH,climate_zone=D,-0.0047287405014018085
primary_total_co2,M0star,primary_loco,ETH,climate_zone=E,-0.09050386098175774
primary_total_co2,M0star,primary_loco,ETH,hemisphere=S,-0.029485996205863237
primary_total_co2,M0star,primary_loco,ETH,spatial_block=Asia,-0.05500156055046412
primary_total_co2,M0star,primary_loco,ETH,spatial_block=Europe,-0.06402092729525564
primary_total_co2,M0star,primary_loco,ETH,spatial_block=North America,-0.09139693277544951
primary_total_co2,M0star,primary_loco,ETH,spatial_block=Oceania,-0.05468888143799001
primary_total_co2,M0star,primary_loco,ETH,spatial_block=South America,-0.061009674602606236
primary_total_co2,M0star,primary_loco,ETH,income_group=Low-income countries,0.00229182101366008
primary_total_co2,M0star,primary_loco,ETH,income_group=Lower-middle-income countries,-0.011471780216133811
primary_total_co2,M0star,primary_loco,ETH,income_group=Upper-middle-income countries,-0.014873722588914222
primary_total_co2,M0star,primary_loco,GAB,intercept,0.27673076353174614
primary_total_co2,M0star,primary_loco,GAB,cum_co2_total,0.017016909278144348
primary_total_co2,M0star,primary_loco,GAB,abs_latitude,0.0010001812571969282
primary_total_co2,M0star,primary_loco,GAB,elevation,-5.084999921991326e-07
primary_total_co2,M0star,primary_loco,GAB,continentality,4.606133518461097e-05
primary_total_co2,M0star,primary_loco,GAB,population,-0.016421017983856985
primary_total_co2,M0star,primary_loco,GAB,station_density,-0.0015349114354063476
primary_total_co2,M0star,primary_loco,GAB,climate_zone=B,0.0008543776873026611
primary_total_co2,M0star,primary_loco,GAB,climate_zone=C,-0.027610678832932983
primary_total_co2,M0star,primary_loco,GAB,climate_zone=D,-0.012238523100620707
primary_total_co2,M0star,primary_loco,GAB,climate_zone=E,-0.0985336650130445
primary_total_co2,M0star,primary_loco,GAB,hemisphere=S,-0.03215871345439963
primary_total_co2,M0star,primary_loco,GAB,spatial_block=Asia,-0.05640572870765224
primary_total_co2,M0star,primary_loco,GAB,spatial_block=Europe,-0.06520963872180868
primary_total_co2,M0star,primary_loco,GAB,spatial_block=North America,-0.0974558819625879
primary_total_co2,M0star,primary_loco,GAB,spatial_block=Oceania,-0.05505450888446227
primary_total_co2,M0star,primary_loco,GAB,spatial_block=South America,-0.06515581840056865
primary_total_co2,M0star,primary_loco,GAB,income_group=Low-income countries,-0.0005376084835390612
primary_total_co2,M0star,primary_loco,GAB,income_group=Lower-middle-income countries,-0.013013519689008629
primary_total_co2,M0star,primary_loco,GAB,income_group=Upper-middle-income countries,-0.014547337590835145
primary_total_co2,M0star,primary_loco,GHA,intercept,0.24576222544410417
primary_total_co2,M0star,primary_loco,GHA,cum_co2_total,0.016123203152151867
primary_total_co2,M0star,primary_loco,GHA,abs_latitude,0.001057223927051108
primary_total_co2,M0star,primary_loco,GHA,elevation,-5.221721828891754e-07
primary_total_co2,M0star,primary_loco,GHA,continentality,4.0557632834972316e-05
primary_total_co2,M0star,primary_loco,GHA,population,-0.013672852525523969
primary_total_co2,M0star,primary_loco,GHA,station_density,-0.001718996480822641
primary_total_co2,M0star,primary_loco,GHA,climate_zone=B,0.0071293865034765345
primary_total_co2,M0star,primary_loco,GHA,climate_zone=C,-0.021783243257664685
primary_total_co2,M0star,primary_loco,GHA,climate_zone=D,-0.006198601278648285
primary_total_co2,M0star,primary_loco,GHA,climate_zone=E,-0.09184564584646883
primary_total_co2,M0star,primary_loco,GHA,hemisphere=S,-0.023384852947279888
primary_total_co2,M0star,primary_loco,GHA,spatial_block=Asia,-0.048830074315440695
primary_total_co2,M0star,primary_loco,GHA,spatial_block=Europe,-0.05744032022247864
primary_total_co2,M0star,primary_loco,GHA,spatial_block=North America,-0.08609738915703723
primary_total_co2,M0star,primary_loco,GHA,spatial_block=Oceania,-0.05565526283205719
primary_total_co2,M0star,primary_loco,GHA,spatial_block=South America,-0.061018917496358745
primary_total_co2,M0star,primary_loco,GHA,income_group=Low-income countries,0.00551865445887248
primary_total_co2,M0star,primary_loco,GHA,income_group=Lower-middle-income countries,-0.009107244831493694
primary_total_co2,M0star,primary_loco,GHA,income_group=Upper-middle-income countries,-0.013780068950122897
primary_total_co2,M0star,primary_loco,GIN,intercept,0.24411665087838189
primary_total_co2,M0star,primary_loco,GIN,cum_co2_total,0.019281066623480884
primary_total_co2,M0star,primary_loco,GIN,abs_latitude,0.0010119730917752053
primary_total_co2,M0star,primary_loco,GIN,elevation,1.450945962648884e-06
primary_total_co2,M0star,primary_loco,GIN,continentality,4.3796710794849003e-05
primary_total_co2,M0star,primary_loco,GIN,population,-0.015378041940807904
primary_total_co2,M0star,primary_loco,GIN,station_density,-0.0017308688071301038
primary_total_co2,M0star,primary_loco,GIN,climate_zone=B,0.003272608961186125
primary_total_co2,M0star,primary_loco,GIN,climate_zone=C,-0.023885944744719632
primary_total_co2,M0star,primary_loco,GIN,climate_zone=D,-0.0092805254176694
primary_total_co2,M0star,primary_loco,GIN,climate_zone=E,-0.09105525777811933
primary_total_co2,M0star,primary_loco,GIN,hemisphere=S,-0.018823207960778247
primary_total_co2,M0star,primary_loco,GIN,spatial_block=Asia,-0.04362957218445499
primary_total_co2,M0star,primary_loco,GIN,spatial_block=Europe,-0.051547481789473125
primary_total_co2,M0star,primary_loco,GIN,spatial_block=North America,-0.0806586468362716
primary_total_co2,M0star,primary_loco,GIN,spatial_block=Oceania,-0.053826318231605975
primary_total_co2,M0star,primary_loco,GIN,spatial_block=South America,-0.060481853136199214
primary_total_co2,M0star,primary_loco,GIN,income_group=Low-income countries,0.006164269620743427
primary_total_co2,M0star,primary_loco,GIN,income_group=Lower-middle-income countries,-0.009302703640094504
primary_total_co2,M0star,primary_loco,GIN,income_group=Upper-middle-income countries,-0.013238147388852971
primary_total_co2,M0star,primary_loco,GNB,intercept,0.2506978171144312
primary_total_co2,M0star,primary_loco,GNB,cum_co2_total,0.020148821235502778
primary_total_co2,M0star,primary_loco,GNB,abs_latitude,0.0010094884875918493
primary_total_co2,M0star,primary_loco,GNB,elevation,1.5199623820046337e-06
primary_total_co2,M0star,primary_loco,GNB,continentality,4.308685810121553e-05
primary_total_co2,M0star,primary_loco,GNB,population,-0.016313293450982758
primary_total_co2,M0star,primary_loco,GNB,station_density,-0.001749594827789371
primary_total_co2,M0star,primary_loco,GNB,climate_zone=B,0.0016985253622097422
primary_total_co2,M0star,primary_loco,GNB,climate_zone=C,-0.024716774070926775
primary_total_co2,M0star,primary_loco,GNB,climate_zone=D,-0.010116060796966319
primary_total_co2,M0star,primary_loco,GNB,climate_zone=E,-0.09204532159160352
primary_total_co2,M0star,primary_loco,GNB,hemisphere=S,-0.020432712838794546
primary_total_co2,M0star,primary_loco,GNB,spatial_block=Asia,-0.04534041644785958
primary_total_co2,M0star,primary_loco,GNB,spatial_block=Europe,-0.05361954090359922
primary_total_co2,M0star,primary_loco,GNB,spatial_block=North America,-0.0829690273949109
primary_total_co2,M0star,primary_loco,GNB,spatial_block=Oceania,-0.054664232635351424
primary_total_co2,M0star,primary_loco,GNB,spatial_block=South America,-0.061118775878462345
primary_total_co2,M0star,primary_loco,GNB,income_group=Low-income countries,0.007937413320831766
primary_total_co2,M0star,primary_loco,GNB,income_group=Lower-middle-income countries,-0.008392265332540207
primary_total_co2,M0star,primary_loco,GNB,income_group=Upper-middle-income countries,-0.013274993986014155
primary_total_co2,M0star,primary_loco,KEN,intercept,0.2558322098255703
primary_total_co2,M0star,primary_loco,KEN,cum_co2_total,0.017984970782088022
primary_total_co2,M0star,primary_loco,KEN,abs_latitude,0.0010072708690658143
primary_total_co2,M0star,primary_loco,KEN,elevation,-4.020642098095058e-06
primary_total_co2,M0star,primary_loco,KEN,continentality,4.1817199505855924e-05
primary_total_co2,M0star,primary_loco,KEN,population,-0.015972510412425953
primary_total_co2,M0star,primary_loco,KEN,station_density,-0.001603689062466055
primary_total_co2,M0star,primary_loco,KEN,climate_zone=B,0.012015751282589674
primary_total_co2,M0star,primary_loco,KEN,climate_zone=C,-0.015849723717182625
primary_total_co2,M0star,primary_loco,KEN,climate_zone=D,0.00030123693188244667
primary_total_co2,M0star,primary_loco,KEN,climate_zone=E,-0.08469911136016581
primary_total_co2,M0star,primary_loco,KEN,hemisphere=S,-0.033764159365791545
primary_total_co2,M0star,primary_loco,KEN,spatial_block=Asia,-0.05211071238717046
primary_total_co2,M0star,primary_loco,KEN,spatial_block=Europe,-0.06218699914396917
primary_total_co2,M0star,primary_loco,KEN,spatial_block=North America,-0.08818656555461477
primary_total_co2,M0star,primary_loco,KEN,spatial_block=Oceania,-0.049818406603753716
primary_total_co2,M0star,primary_loco,KEN,spatial_block=South America,-0.054715478509216646
primary_total_co2,M0star,primary_loco,KEN,income_group=Low-income countries,0.014144930241752212
primary_total_co2,M0star,primary_loco,KEN,income_group=Lower-middle-income countries,-0.00489156717372261
primary_total_co2,M0star,primary_loco,KEN,income_group=Upper-middle-income countries,-0.011901620454831691
primary_total_co2,M0star,primary_loco,LSO,intercept,0.2566917672254366
primary_total_co2,M0star,primary_loco,LSO,cum_co2_total,0.015316074520681296
primary_total_co2,M0star,primary_loco,LSO,abs_latitude,0.0012203024571799219
primary_total_co2,M0star,primary_loco,LSO,elevation,-5.149917779796731e-07
primary_total_co2,M0star,primary_loco,LSO,continentality,3.9756819431337546e-05
primary_total_co2,M0star,primary_loco,LSO,population,-0.014234233815333024
primary_total_co2,M0star,primary_loco,LSO,station_density,-0.0014898427114418136
primary_total_co2,M0star,primary_loco,LSO,climate_zone=B,0.0074633646318623325
primary_total_co2,M0star,primary_loco,LSO,climate_zone=C,-0.024998355334014885
primary_total_co2,M0star,primary_loco,LSO,climate_zone=D,-0.010028050703812305
primary_total_co2,M0star,primary_loco,LSO,climate_zone=E,-0.0992171671721132
primary_total_co2,M0star,primary_loco,LSO,hemisphere=S,-0.016774292898082396
primary_total_co2,M0star,primary_loco,LSO,spatial_block=Asia,-0.05664445525000621
primary_total_co2,M0star,primary_loco,LSO,spatial_block=Europe,-0.06674279299738409
primary_total_co2,M0star,primary_loco,LSO,spatial_block=North America,-0.09386998762475973
primary_total_co2,M0star,primary_loco,LSO,spatial_block=Oceania,-0.06842644550514225
primary_total_co2,M0star,primary_loco,LSO,spatial_block=South America,-0.07333042081527931
primary_total_co2,M0star,primary_loco,LSO,income_group=Low-income countries,0.00016010995304671164
primary_total_co2,M0star,primary_loco,LSO,income_group=Lower-middle-income countries,-0.01090626012880276
primary_total_co2,M0star,primary_loco,LSO,income_group=Upper-middle-income countries,-0.012185690028076387
primary_total_co2,M0star,primary_loco,LBR,intercept,0.248134431764133
primary_total_co2,M0star,primary_loco,LBR,cum_co2_total,0.01753090484646751
primary_total_co2,M0star,primary_loco,LBR,abs_latitude,0.0010520172051652838
primary_total_co2,M0star,primary_loco,LBR,elevation,2.230740146064201e-07
primary_total_co2,M0star,primary_loco,LBR,continentality,4.235445401876217e-05
primary_total_co2,M0star,primary_loco,LBR,population,-0.015085700378223175
primary_total_co2,M0star,primary_loco,LBR,station_density,-0.0016583525291863053
primary_total_co2,M0star,primary_loco,LBR,climate_zone=B,0.005967030307357653
primary_total_co2,M0star,primary_loco,LBR,climate_zone=C,-0.022401894013691814
primary_total_co2,M0star,primary_loco,LBR,climate_zone=D,-0.007456203780182229
primary_total_co2,M0star,primary_loco,LBR,climate_zone=E,-0.09221632671166369
primary_total_co2,M0star,primary_loco,LBR,hemisphere=S,-0.020952042683711546
primary_total_co2,M0star,primary_loco,LBR,spatial_block=Asia,-0.04602565494231753
primary_total_co2,M0star,primary_loco,LBR,spatial_block=Europe,-0.05457907597674475
primary_total_co2,M0star,primary_loco,LBR,spatial_block=North America,-0.0829386330281743
primary_total_co2,M0star,primary_loco,LBR,spatial_block=Oceania,-0.054546951434149414
primary_total_co2,M0star,primary_loco,LBR,spatial_block=South America,-0.06030014896887161
primary_total_co2,M0star,primary_loco,LBR,income_group=Low-income countries,0.006872180975822889
primary_total_co2,M0star,primary_loco,LBR,income_group=Lower-middle-income countries,-0.008948235446413913
primary_total_co2,M0star,primary_loco,LBR,income_group=Upper-middle-income countries,-0.013293222629584843
primary_total_co2,M0star,primary_loco,LBY,intercept,0.2398717455255577
primary_total_co2,M0star,primary_loco,LBY,cum_co2_total,0.017501765187106923
primary_total_co2,M0star,primary_loco,LBY,abs_latitude,0.0010743391010528697
primary_total_co2,M0star,primary_loco,LBY,elevation,-2.6873383375701016e-06
primary_total_co2,M0star,primary_loco,LBY,continentality,4.2605018271982244e-05
primary_total_co2,M0star,primary_loco,LBY,population,-0.012413118581857114
primary_total_co2,M0star,primary_loco,LBY,station_density,-0.0015937170936663563
primary_total_co2,M0star,primary_loco,LBY,climate_zone=B,0.014173018263375378
primary_total_co2,M0star,primary_loco,LBY,climate_zone=C,-0.02265041103698336
primary_total_co2,M0star,primary_loco,LBY,climate_zone=D,-0.005007887062027008
primary_total_co2,M0star,primary_loco,LBY,climate_zone=E,-0.08777807327010403
primary_total_co2,M0star,primary_loco,LBY,hemisphere=S,-0.03068811242892591
primary_total_co2,M0star,primary_loco,LBY,spatial_block=Asia,-0.061177195245404804
primary_total_co2,M0star,primary_loco,LBY,spatial_block=Europe,-0.06639362438284176
primary_total_co2,M0star,primary_loco,LBY,spatial_block=North America,-0.09464810158437818
primary_total_co2,M0star,primary_loco,LBY,spatial_block=Oceania,-0.05698459569750093
primary_total_co2,M0star,primary_loco,LBY,spatial_block=South America,-0.0642814080482612
primary_total_co2,M0star,primary_loco,LBY,income_group=Low-income countries,0.007163672782858729
primary_total_co2,M0star,primary_loco,LBY,income_group=Lower-middle-income countries,-0.005975496451786668
primary_total_co2,M0star,primary_loco,LBY,income_group=Upper-middle-income countries,-0.013257507182426936
primary_total_co2,M0star,primary_loco,MDG,intercept,0.24411333654751383
primary_total_co2,M0star,primary_loco,MDG,cum_co2_total,0.01582724703423659
primary_total_co2,M0star,primary_loco,MDG,abs_latitude,0.00110173303190971
primary_total_co2,M0star,primary_loco,MDG,elevation,-7.918598703596371e-07
primary_total_co2,M0star,primary_loco,MDG,continentality,4.008163710433269e-05
primary_total_co2,M0star,primary_loco,MDG,population,-0.012744996608155156
primary_total_co2,M0star,primary_loco,MDG,station_density,-0.001716256978626563
primary_total_co2,M0star,primary_loco,MDG,climate_zone=B,0.004794426753739033
primary_total_co2,M0star,primary_loco,MDG,climate_zone=C,-0.02390533326527873
primary_total_co2,M0star,primary_loco,MDG,climate_zone=D,-0.007847010835275258
primary_total_co2,M0star,primary_loco,MDG,climate_zone=E,-0.09369753644296533
primary_total_co2,M0star,primary_loco,MDG,hemisphere=S,-0.025073293088371296
primary_total_co2,M0star,primary_loco,MDG,spatial_block=Asia,-0.05222438777591346
primary_total_co2,M0star,primary_loco,MDG,spatial_block=Europe,-0.061236449239310105
primary_total_co2,M0star,primary_loco,MDG,spatial_block=North America,-0.09009676286766231
primary_total_co2,M0star,primary_loco,MDG,spatial_block=Oceania,-0.0576311546929251
primary_total_co2,M0star,primary_loco,MDG,spatial_block=South America,-0.06275082106115425
primary_total_co2,M0star,primary_loco,MDG,income_group=Low-income countries,0.004951867437016168
primary_total_co2,M0star,primary_loco,MDG,income_group=Lower-middle-income countries,-0.009188130018533507
primary_total_co2,M0star,primary_loco,MDG,income_group=Upper-middle-income countries,-0.014374956107878247
