Country,warming_trend,cum_co2_per_capita,cum_co2_total,abs_latitude,elevation,continentality,climate_zone,hemisphere,spatial_block,income_group,population,station_density,fitted,residual,leverage,studentized,cooks_d,iso3,station_trend,people_trend,area_cell_coverage,n_cities,station_lon,station_lat,era5_trend,n_cells_15min,land_area_km2,centroid_lon,centroid_lat,abs_centroid_lat,lat_min,lat_max,lat_sd_area_weighted,coastal_cell_fraction,elev_mean_m,elev_sd_m,elev_p10_m,elev_p90_m,elev_max_m,elev_below_sea_fraction,koppen_classified_fraction,koppen_share_A,koppen_share_B,koppen_share_C,koppen_share_D,koppen_share_E,koppen_area_dominant,koppen_area_dominant_share,n_cells_1deg,n_cells_fit,cell_mean,cell_sd,cell_p10,cell_p90,cell_min,cell_max,cell_range,m49_subregion,m49_region,abs_residual,sq_share,era5_minus_berkeley,station_minus_area,station_lat_minus_centroid_lat,log10_land_area,koppen_modal_vs_area_mismatch,lisa_v1_local_i,lisa_v1_p,lisa_v1_quadrant,lisa_v1_label,lisa_area_label
Algeria,0.24027006,92.058775,3536.362,35.206,314.59504,148.41535,C,N,Africa,Upper-middle-income countries,38414176,0,0.20959891,0.030671152,0.15325591,1.1061874,0.01105482,DZA,0.22397661,0.22024643,1,5,3.518,35.206,0.35544803,3437,2333330,2.69127,28.1258,28.1258,19.125,37.125,4.30552,0.0114434,558.667,318.468,235.062,1046.07,2478.13,0.0108945,0.99894,0,0.959043,0.0409568,0,0,B,0.959043,217,217,0.24027006,0.01285112,0.22180421,0.25572616,0.19834005,0.26107949,0.062739436,Northern Africa,Africa,0.030671152,0.0078958244,0.11517798,-0.016293447,7.0802,6.3679762,True,0.27736211,0.481,HH,ns,ns
Angola,0.20030002,18.748689,490.571,12.32,447.00634,160.7492,C,S,Africa,Lower-middle-income countries,26165616,0.33333333,0.15260545,0.047694569,0.13419805,1.7121515,0.022388528,AGO,0.15211635,0.15316139,1,6,14.396667,-12.32,0.15835595,1699,1280730,17.4435,-12.2843,12.2843,-17.875,-4.625,3.22673,0.0307466,1066.91,373.374,503.598,1463.54,2252.76,0.0226277,0.996444,0.394175,0.222992,0.382833,0,0,A,0.394175,109,109,0.20030002,0.013185959,0.18177121,0.21419156,0.16059287,0.21849252,0.057899657,Middle Africa,Africa,0.047694569,0.019093043,-0.041944065,-0.048183669,0.0357,6.1074576,True,-1.0432887,0.078,HL,ns,ns
Benin,0.20270212,6.2614678,67.053,8.5716667,170.68034,259.15677,A,N,Africa,Lower-middle-income countries,10708831,1.3333333,0.19191162,0.010790497,0.064917945,0.36879411,0.00047525513,BEN,0.14898984,0.14542013,1,6,2.4366667,8.5716667,0.24974222,152,115754,2.3526,9.65343,9.65343,6.375,12.125,1.54728,0.0265389,266.705,112.49,105.9,394.512,640.854,0.0131579,1,0.954274,0.0457255,0,0,0,A,0.954274,9,9,0.20270212,0.0096382786,0.18881593,0.21852865,0.18881593,0.21852865,0.029712717,Western Africa,Africa,0.010790497,0.00097728268,0.047040099,-0.053712273,-1.0817633,5.063536,False,0.039319486,0.766,HH,ns,ns
Botswana,0.15541866,50.707086,108.548,24.92,1113.007,607.13205,B,S,Africa,Upper-middle-income countries,2140687,0,0.21159824,-0.056179577,0.14938839,-2.0441998,0.035825294,BWA,0.13184454,0.13184454,1,1,26.6,-24.92,0.15255012,811,579983,23.8387,-22.1526,22.1526,-26.625,-17.875,2.11233,0,1031.15,102.083,924.069,1169.45,1397.12,0,1,0,1,0,0,0,B,1,51,51,0.15541866,0.0063626205,0.14694144,0.16527537,0.14336969,0.16846989,0.025100203,Southern Africa,Africa,0.056179577,0.026490749,-0.0028685424,-0.023574116,2.7674,5.7634153,False,1.0465537,0.126,LL,ns,ns
Burkina Faso,0.21587314,2.1712974,38.422,11.25,328.78624,663.80047,A,N,Africa,Low-income countries,17695411,0,0.21990562,-0.0040324857,0.065496974,-0.13780169,6.7047733e-05,BFA,0.16359839,0.16343274,1,2,-2.865,11.25,0.27033968,366,276301,-1.75394,12.2834,12.2834,9.625,14.875,1.18712,0,298.279,49.3622,251.954,342.915,625.556,0,1,0.449873,0.550127,0,0,0,B,0.550127,23,23,0.21587314,0.0071097705,0.20849224,0.22775868,0.20629185,0.22988734,0.023595498,Western Africa,Africa,0.0040324857,0.00013648439,0.054466542,-0.052274751,-1.0334,5.4413825,True,-0.065610055,0.174,LH,ns,ns
Burundi,0.2088855,0.90982711,9.498,4.02,1952.4253,1019.9678,A,S,Africa,Low-income countries,10439346,2,0.18952329,0.019362206,0.13025844,0.68704802,0.0035490629,BDI,0.15324761,0.15324761,1,1,29.73,-4.02,0.21510408,35,26998.9,29.8965,-3.38197,3.38197,-4.375,-2.375,0.49454,0,1465.76,384.318,780.976,1933.64,2363.75,0,1,0.771451,0,0.228549,0,0,A,0.771451,3,3,0.2088855,0.0014718493,0.20769494,0.21095885,0.20769494,0.21095885,0.003263907,Eastern Africa,Africa,0.019362206,0.0031466394,0.0062185873,-0.055637882,0.63803,4.4313461,False,0.10974194,0.642,HH,ns,ns
Cameroon,0.166362,9.4873565,203.052,6.4846667,373.34878,394.90289,A,N,Africa,Lower-middle-income countries,21402379,1.8,0.19806689,-0.031704892,0.065125919,-1.0880746,0.0041179285,CMR,0.13092896,0.15170233,1,15,11.604667,6.4846667,0.13847438,613,470947,12.667,5.6809,5.6809,1.875,12.875,2.43562,0.0163786,640.22,321.841,267.71,1039.87,2905.77,0.0174008,1,0.948529,0.0514707,0,0,0,A,0.948529,40,40,0.166362,0.012481873,0.15555362,0.18286725,0.15483055,0.20940578,0.05457523,Middle Africa,Africa,0.031704892,0.0084370355,-0.027887621,-0.035433046,0.80376667,5.672972,False,0.52101726,0.201,LL,ns,ns
Central African Republic,0.18403786,1.9496285,9.051,4.02,362.7323,969.56231,A,N,Africa,Low-income countries,4642423,0,0.22232434,-0.038286476,0.10342268,-1.3449073,0.01036835,CAF,0.11234196,0.11234196,1,1,18.48,4.02,0.10304187,812,623106,20.4563,6.58242,6.58242,2.625,10.875,1.63018,0,593.078,142.335,423.981,757.865,1246.58,0,1,0.971945,0.0280546,0,0,0,A,0.971945,51,51,0.18403786,0.013433648,0.16484257,0.20062104,0.15748354,0.21118528,0.053701742,Middle Africa,Africa,0.038286476,0.012303484,-0.080995991,-0.071695903,-2.56242,5.7945619,False,0.5773464,0.232,LL,ns,ns
Chad,0.20350914,1.7452968,23.895,8.84,398.74542,1020.8946,A,N,Africa,Low-income countries,13691081,0,0.23014547,-0.02663633,0.093255474,-0.92704982,0.0044241704,TCD,0.13820424,0.13860375,1,2,17.03,8.84,0.27011785,1719,1278080,18.6413,15.2938,15.2938,7.625,23.375,3.85622,0,513.796,298.172,287.152,879.117,3060.22,0,1,0.153226,0.846774,0,0,0,B,0.846774,107,107,0.20350914,0.0092058551,0.18921899,0.21347275,0.17191733,0.22253853,0.050621201,Middle Africa,Africa,0.02663633,0.0059550594,0.066608709,-0.065304901,-6.4538,6.106558,True,0.48632307,0.153,LL,ns,LL
Congo,0.17042209,23.437835,113.84,4.02,392.10751,388.29066,A,S,Africa,Lower-middle-income countries,4857104,1,0.17456357,-0.004141486,0.10983726,-0.14500966,0.00013070791,COG,0.11434714,0.11434714,1,1,15.27,-4.02,0.15506978,451,348182,15.2088,-0.877889,0.877889,-5.125,3.625,2.364,0.0110609,406.934,136.946,290.314,596.922,843.627,0.0142892,0.997789,1,0,0,0,0,A,1,31,31,0.17042209,0.0080320083,0.15972239,0.18023895,0.15680011,0.18780745,0.031007337,Middle Africa,Africa,0.004141486,0.00014396261,-0.015352302,-0.056074944,3.142111,5.5418063,False,0.05346067,0.318,LL,ns,ns
Congo (Democratic Republic Of The),0.19859795,2.5150748,190.616,4.7178261,740.54187,996.1092,A,S,Africa,Low-income countries,75789397,0.47826087,0.20209587,-0.0034979199,0.11309712,-0.12269795,9.6715867e-05,COD,0.13814746,0.13548895,1,23,23.118261,-3.95,0.19147903,3036,2336340,23.6432,-2.85332,2.85332,-13.375,5.125,4.38008,0.00261743,676.778,342.834,345.282,1119.87,4253.58,0.000439174,1,0.950511,0,0.0494891,0,0,A,0.950511,188,188,0.19859795,0.0089235075,0.18413438,0.20688161,0.17122954,0.20848612,0.03725658,Middle Africa,Africa,0.0034979199,0.00010269683,-0.00711892,-0.060450486,1.8645061,6.368536,False,-0.034149498,0.431,LH,ns,ns
Côte D'Ivoire,0.20772848,11.179971,267.646,6.4923077,145.13959,167.69214,A,N,Africa,Lower-middle-income countries,23939775,1.3846154,0.19085617,0.01687231,0.061531069,0.57604777,0.0010934083,CIV,0.15427233,0.15400342,1,13,-5.4769231,6.4923077,0.19959401,435,333123,-5.53954,7.5451,7.5451,4.375,10.625,1.53756,0.0439107,257.8,125.887,86.6065,409.004,945.696,0.0349936,0.997689,1,0,0,0,0,A,1,28,28,0.20772848,0.0051749655,0.20224978,0.21575536,0.20193587,0.21923508,0.017299206,Western Africa,Africa,0.01687231,0.0023893865,-0.0081344649,-0.053456147,-1.0527923,5.5226046,False,0.27687965,0.183,HH,ns,ns
Djibouti,0.20035987,15.890004,15.649,12.05,955.08978,31.093075,B,N,Africa,Lower-middle-income countries,984833,0,0.19685848,0.0035013913,0.1111539,0.12268539,9.4826883e-05,DJI,0.20332915,0.20332915,1,1,42.74,12.05,0.29725567,34,25721.5,42.6538,11.7644,11.7644,11.125,12.625,0.433776,0.08812,466.035,286.239,108.914,846.746,1472.46,0.124183,1,0,1,0,0,0,B,1,1,1,0.20035987,0,0.20035987,0.20035987,0.20035987,0.20035987,0,Eastern Africa,Africa,0.0035013913,0.00010290076,0.096895794,0.0029692812,0.2856,4.4102963,False,0.0020674313,0.951,HH,ns,ns
Egypt,0.15478519,50.049893,4771.434,29.316842,153.40576,95.874745,B,N,Africa,Lower-middle-income countries,95333551,3.0526316,0.22684727,-0.072062076,0.12364985,-2.6084721,0.045965334,EGY,0.14596973,0.14110793,1,19,31.659474,29.316842,0.280062,1520,1049230,30.0259,26.5443,26.5443,22.125,31.625,2.76974,0.0406764,311.176,216.288,80.024,598.336,2063.74,0.0653509,0.993488,0,1,0,0,0,B,1,92,92,0.15478519,0.017780731,0.13275185,0.17944081,0.12571088,0.18558385,0.059872965,Northern Africa,Africa,0.072062076,0.043586385,0.12527681,-0.0088154597,2.7725421,6.0208707,False,2.4317083,0.008,LL,LL,LL
Equatorial Guinea,0.16354707,64.576369,86.934,3.215,173.23264,45.269798,A,N,Africa,Upper-middle-income countries,1346220,0.5,0.18703722,-0.023490158,0.11989133,-0.82928503,0.0046953251,GNQ,0.11896513,0.11858356,0.75,2,9.645,3.215,0.20356961,46,35524.1,9.93003,1.8476,1.8476,-1.375,3.875,0.947017,0.282495,453.276,287.478,31.6771,686.189,2668.22,0.243961,0.978253,1,0,0,0,0,A,1,4,3,0.16354707,0.00107077,0.1623471,0.16494763,0.1623471,0.16494763,0.002600531,Middle Africa,Africa,0.023490158,0.004631367,0.040022541,-0.044581939,1.3674,4.5505231,False,0.44301028,0.102,LL,ns,ns
Eritrea,0.20315322,3.9334927,12.093,15.27,1375.2101,60.386392,B,N,Africa,Low-income countries,3074367,0,0.20607699,-0.0029237634,0.1269698,-0.10336792,7.8289758e-05,ERI,0.1687966,0.1687966,1,1,39.17,15.27,0.2823072,207,154189,39.1954,15.4002,15.4002,12.625,17.875,1.14534,0.130391,768.759,579.495,74.3589,1660.09,2586.99,0.197531,0.932561,0,1,0,0,0,B,1,14,14,0.20315322,0.0046589188,0.19845226,0.20920208,0.19286632,0.21015604,0.017289726,Eastern Africa,Africa,0.0029237634,7.1749977e-05,0.079153977,-0.034356621,-0.1302,5.1880534,False,-0.0047024828,0.881,LH,ns,ns
Ethiopia,0.20769927,1.5938337,156.895,9.5533333,1702.0808,493.03997,A,N,Africa,Low-income countries,98438752,0.44444444,0.20951332,-0.0018140516,0.13569908,-0.064456159,3.2864334e-05,ETH,0.18002663,0.17467117,1,9,38.845556,9.5533333,0.2878426,1486,1134100,39.6651,8.616,8.616,3.625,14.625,2.68508,0,1260.88,704.671,432.702,2270.25,4180.32,0.00672948,1,0.337991,0.481854,0.177448,0,0.00270668,B,0.481854,92,92,0.20769927,0.0062487493,0.20041926,0.21522729,0.19148973,0.21976676,0.028277025,Eastern Africa,Africa,0.0018140516,2.7620822e-05,0.080143331,-0.027672636,0.93733333,6.0546514,True,-0.0070743562,0.777,LH,ns,ns
Gabon,0.16553932,128.42246,245.68,0.8,-640.96875,32.62277,A,N,Africa,Upper-middle-income countries,1913061,0,0.19046086,-0.024921543,0.14653308,-0.89382463,0.0068689565,GAB,0.11657795,0.11663264,1,2,8.84,0,0.18194975,369,285048,11.6712,-0.676973,0.676973,-3.875,2.125,1.39713,0.0596016,361.038,216.656,29.4963,607.527,874.849,0.0614273,0.994582,1,0,0,0,0,A,1,22,22,0.16553932,0.0044045925,0.16006644,0.17169805,0.15852944,0.17340814,0.014878703,Middle Africa,Africa,0.024921543,0.0052129932,0.016410434,-0.048961364,0.123027,5.454918,False,0.30473078,0.332,LL,ns,ns
Ghana,0.19925457,8.7321009,239.139,6.1644444,63.101539,106.09593,A,N,Africa,Lower-middle-income countries,27386193,2,0.18546155,0.013793016,0.06380342,0.47128839,0.00076138962,GHA,0.14917516,0.14792464,1,9,-0.89555556,6.1644444,0.21235077,320,244840,-1.20871,7.87676,7.87676,4.625,11.125,1.71478,0.0502813,178.532,92.4787,79.8641,296.726,722.812,0.0385417,0.990573,1,0,0,0,0,A,1,19,19,0.19925457,0.0035119977,0.19514622,0.2045228,0.19328608,0.20736084,0.014074754,Western Africa,Africa,0.013793016,0.0015968194,0.013096205,-0.05007941,-1.7123156,5.3888824,False,0.12708532,0.463,HH,ns,ns
Guinea,0.22751348,5.8287826,65.235,9.2425,285.30844,234.83935,A,N,Africa,Lower-middle-income countries,11191874,0.25,0.19295763,0.034555853,0.067903538,1.1887187,0.0051308878,GIN,0.16063586,0.15920332,1,4,-10.9925,9.2425,0.19721247,336,255293,-11.0655,10.4495,10.4495,7.375,12.625,1.16998,0.0268335,435.21,224.539,92.6244,717.491,1336.99,0.037037,0.988067,1,0,0,0,0,A,1,21,21,0.22751348,0.0059521001,0.21994656,0.23411473,0.21527375,0.23881683,0.023543088,Western Africa,Africa,0.034555853,0.010022603,-0.030301011,-0.066877628,-1.207,5.4070389,False,1.0883748,0.013,HH,HH,HH
Guinea Bissau,0.23319972,3.2523968,5.516,12.05,18.248331,110.8408,A,N,Africa,Low-income countries,1695980,0,0.19804904,0.035150679,0.089693271,1.2239628,0.0073524217,GNB,0.16546237,0.16546237,1,1,-14.79,12.05,0.21004843,62,46880.7,-15.2711,11.8994,11.8994,10.875,12.625,0.466084,0.145436,30.6273,26.1374,3.60389,64.5069,179.332,0.263441,0.983812,1,0,0,0,0,A,1,4,4,0.23319972,0.0029562895,0.23001986,0.23786817,0.23001986,0.23786817,0.0078483021,Western Africa,Africa,0.035150679,0.010370621,-0.023151281,-0.067737342,0.1506,4.6709941,False,1.1037971,0.008,HH,HH,HH
Kenya,0.21062387,7.81825,351.718,1.3366667,1525.036,461.72254,A,S,Africa,Lower-middle-income countries,44986794,0.5,0.17014598,0.040477897,0.1118954,1.4299308,0.012779048,KEN,0.14744042,0.14670224,1,6,36.428333,-1.07,0.26187304,779,601489,37.8749,0.550774,0.550774,-4.625,5.375,2.2673,0.0192422,791.051,642.442,146.276,1810.93,4453.53,0.0132649,0.998717,0.17999,0.699104,0.120906,0,0,B,0.699104,48,48,0.21062387,0.0051655424,0.20136587,0.21507189,0.19757675,0.21557288,0.017996134,Eastern Africa,Africa,0.040477897,0.013752232,0.051249168,-0.063183453,0.78589267,5.7792277,True,0.37933003,0.463,HH,ns,ns
Lesotho,0.1612903,22.698661,46.68,29.74,1859.4595,274.45488,C,S,Africa,Lower-middle-income countries,2056509,1,0.17189668,-0.010606384,0.13549759,-0.37701782,0.0011212759,LSO,0.13518852,0.13518852,1,1,27.69,-29.74,0.13918944,46,30914.7,28.2624,-29.5753,29.5753,-30.375,-28.625,0.444263,0,2176.31,457.814,1582.95,2808.99,3204.82,0,1,0,0,1,0,0,C,1,3,3,0.1612903,0.0025356868,0.15849856,0.16464624,0.15849856,0.16464624,0.0061476712,Southern Africa,Africa,0.010606384,0.0009442174,-0.022100861,-0.026101785,0.1647,4.490165,False,0.27416085,0.04,LL,LL,LL
Liberia,0.2160061,9.8699266,44.121,7.23,250.87192,104.43709,A,N,Africa,Low-income countries,4470246,0,0.20133618,0.014669928,0.093122552,0.5093625,0.0013396528,LBR,0.16125875,0.16125875,1,1,-10.54,7.23,0.1327286,138,105973,-9.31305,6.34504,6.34504,4.375,8.375,0.979799,0.116147,202.879,137.503,35.4209,413.569,1013.25,0.111111,0.985474,1,0,0,0,0,A,1,8,8,0.2160061,0.0036193195,0.20989156,0.22005583,0.20989156,0.22005583,0.010164269,Western Africa,Africa,0.014669928,0.0018063142,-0.083277501,-0.05474735,0.88496,5.0251952,False,0.4206296,0.022,HH,HH,ns
Libya,0.19059949,288.50087,1818.893,31.827,-125.9453,89.882785,B,N,Africa,Upper-middle-income countries,6304636,0.8,0.23667525,-0.046075764,0.11863112,-1.6378312,0.017824071,LBY,0.19179801,0.18095563,1,10,16.27,31.827,0.30050706,2399,1647570,18.1156,27.1061,27.1061,19.625,33.125,3.11049,0.0250496,419.499,224.304,105.208,666.348,2098.34,0.019962,0.996014,0,0.994454,0.00554589,0,0,B,0.994454,151,151,0.19059949,0.034469379,0.13685809,0.23468632,0.12175067,0.24544086,0.12369019,Northern Africa,Africa,0.046075764,0.017818962,0.10990757,0.0011985233,4.7209,6.2168439,False,-0.23998133,0.66,LH,ns,ns
Madagascar,0.18135448,2.9253869,70.529,19.555,-329.6103,82.73137,A,S,Africa,Low-income countries,24109290,0,0.18144354,-8.9059383e-05,0.16516659,-0.0032197349,1.0333811e-07,MDG,0.16660155,0.16953317,0.98305085,6,46.725,-19.555,0.19632701,933,679681,46.7729,-19.1465,19.1465,-25.625,-11.875,3.37175,0.137295,534.124,451.339,37.2611,1186.11,2321.44,0.120638,0.969703,0.605849,0.12122,0.272931,0,0,A,0.605849,59,58,0.18135448,0.0093585245,0.16964302,0.1947057,0.16924099,0.19776647,0.028525481,Eastern Africa,Africa,8.9059383e-05,6.6572778e-08,0.014972534,-0.014752924,0.4085,5.8323051,False,0.0015097405,0.166,LL,ns,ns
Malawi,0.18854099,2.5155589,40.656,14.465,1041.6434,443.73171,A,S,Africa,Low-income countries,16161816,0,0.18845358,8.7411548e-05,0.10303288,0.0030487436,5.3794641e-08,MWI,0.15325292,0.15428322,1,2,34.84,-14.465,0.13970556,159,119570,34.2694,-13.1616,13.1616,-16.875,-9.625,1.90457,0,877.361,411.91,474.5,1369.42,2373.09,0,1,0.577686,0,0.422314,0,0,A,0.577686,10,10,0.18854099,0.011412956,0.17819869,0.20879292,0.17370073,0.20879292,0.035092183,Eastern Africa,Africa,8.7411548e-05,6.4132022e-08,-0.048835435,-0.035288072,1.3034,5.0776222,False,-0.00092652305,0.414,HL,ns,ns
Mali,0.2478267,2.2536574,39.348,12.59,325.33493,790.66798,A,N,Africa,Low-income countries,17459619,0,0.22678331,0.02104339,0.072715634,0.72330538,0.0020587895,MLI,0.16901333,0.16618708,1,3,-6.04,12.59,0.33035867,1706,1256050,-3.56464,17.3265,17.3265,10.375,24.875,3.43284,0,316.966,81.7273,262.129,402.115,846.185,0,1,0.116703,0.883297,0,0,0,B,0.883297,105,105,0.2478267,0.013332183,0.22998965,0.26483462,0.21481437,0.26903004,0.054215672,Western Africa,Africa,0.02104339,0.0037167959,0.082531978,-0.07881337,-4.7365,6.0990069,True,0.41263482,0.107,HH,ns,HH
Mauritania,0.2597916,14.51829,54.216,18.48,16.041512,102.59077,B,N,Africa,Lower-middle-income countries,3734324,0,0.20829231,0.051499292,0.093705055,1.8092853,0.016634319,MRT,0.20585446,0.20585446,1,1,-15.21,18.48,0.31178497,1458,1055690,-10.4219,20.2059,20.2059,14.875,27.125,2.96249,0.0145631,260.84,123.957,55.2969,391.753,725.68,0.0192044,0.995842,0,1,0,0,0,B,1,91,91,0.2597916,0.011933496,0.23682311,0.2700692,0.22907173,0.27136039,0.042288664,Western Africa,Africa,0.051499292,0.022260752,0.051993362,-0.053937143,-1.7259,6.0235364,False,1.4837894,0.026,HH,HH,HH
Morocco,0.24184559,38.675788,1306.761,33.757,498.75403,66.706555,C,N,Africa,Lower-middle-income countries,33787573,1.4,0.20127547,0.040570116,0.1176146,1.4379509,0.013668968,MAR,0.19593298,0.19373336,1,10,-6.544,33.757,0.32189053,669,438574,-6.45721,31.8946,31.8946,27.875,35.875,2.01129,0.0831409,872.22,597.214,181.455,1686.43,3515.82,0.0647733,0.992493,0,0.745364,0.248598,0.00603863,0,B,0.745364,40,40,0.24184559,0.01378524,0.2201213,0.25832094,0.20935415,0.25953653,0.050182385,Northern Africa,Africa,0.040570116,0.013814965,0.080044945,-0.045912604,1.8624,5.6420429,True,0.93040244,0.063,HH,ns,HH
Mozambique,0.1728238,5.0194373,125.745,19.420833,119.55623,121.37623,A,S,Africa,Low-income countries,25051613,0.33333333,0.18578632,-0.012962522,0.14605072,-0.46373804,0.0018501085,MOZ,0.1455059,0.14576642,1,12,35.7125,-19.420833,0.10854755,1142,840361,35.7346,-17.2503,17.2503,-26.625,-10.375,4.01199,0.0685235,351.984,292.807,40.8279,729.006,1891.04,0.0533178,0.984247,0.722253,0.178119,0.099628,0,0,A,0.722253,72,72,0.1728238,0.010900797,0.1583309,0.18556541,0.14451,0.19358429,0.049074289,Eastern Africa,Africa,0.012962522,0.0014103157,-0.06427625,-0.027317899,2.1705333,5.9244659,False,0.29895784,0.055,LL,ns,ns
Namibia,0.17785319,21.662549,48.795,23.31,1778.2834,224.80583,B,S,Africa,Lower-middle-income countries,2252505,0,0.19316802,-0.015314827,0.13111661,-0.54333066,0.0022394299,NAM,0.16120739,0.16120739,1,1,16.6,-23.31,0.17642031,1182,844374,17.1199,-22.1392,22.1392,-28.875,-17.125,3.21003,0.0394946,1091.16,351.395,567.251,1482.47,2144.71,0.036567,0.994126,0,1,0,0,0,B,1,75,75,0.17785319,0.011925471,0.16420886,0.19410519,0.15521002,0.20281856,0.047608537,Southern Africa,Africa,0.015314827,0.0019686181,-0.0014328811,-0.016645805,1.1708,5.9265349,False,0.26893684,0.172,LL,ns,ns
Niger,0.2385607,1.7936383,33.218,13.66,363.1867,894.97758,B,N,Africa,Low-income countries,18519899,0.33333333,0.23560332,0.0029573792,0.14182277,0.10545749,9.2594381e-05,NER,0.20109141,0.20655799,1,3,6.33,13.66,0.35289961,1613,1187990,9.34702,17.4069,17.4069,11.875,23.375,2.73084,0.00189787,456.912,156.898,288.269,650.595,1729.73,0,1,0,1,0,0,0,B,1,99,99,0.2385607,0.0097338347,0.22528331,0.25055305,0.2164904,0.2549472,0.038456797,Western Africa,Africa,0.0029573792,7.3409342e-05,0.11433892,-0.037469284,-3.7469,6.0748128,False,-0.030652229,0.403,HL,ns,ns
Nigeria,0.20301094,18.466972,3343.435,8.0448352,194.73255,318.51358,A,N,Africa,Lower-middle-income countries,181049440,6.978022,0.19517194,0.007839003,0.099102113,0.27289007,0.00041250769,NGA,0.1476406,0.14602298,1,91,6.7704396,8.0448352,0.19265141,1204,916881,8.03881,9.50131,9.50131,4.375,13.625,2.33543,0.0226413,323.548,220.357,67.7818,581.306,1716.04,0.0176264,0.997481,0.767286,0.232714,0,0,0,A,0.767286,75,75,0.20301094,0.02040874,0.1751103,0.23213043,0.16837024,0.237892,0.069521752,Western Africa,Africa,0.007839003,0.00051577344,-0.010359527,-0.05537034,-1.4564748,5.962313,False,-0.08518148,0.376,HL,ns,ns
Rwanda,0.20845953,1.9352152,21.468,2.41,1644.786,1072.1697,A,S,Africa,Low-income countries,11093340,1,0.19709082,0.011368704,0.11901695,0.40034559,0.0010896178,RWA,0.15351418,0.15351418,1,1,29.73,-2.41,0.20218255,33,25485.6,29.9357,-1.97345,1.97345,-2.625,-1.125,0.417148,0,1697.64,340.032,1373.09,2173.19,2988.36,0,1,0.969687,0,0.0303131,0,0,A,0.969687,4,4,0.20845953,0.0009885191,0.20728292,0.20996087,0.20728292,0.20996087,0.002677948,Eastern Africa,Africa,0.011368704,0.0010848238,-0.0062769729,-0.054945352,0.43655,4.4062949,False,0.078833036,0.568,HH,ns,ns
Senegal,0.24097869,12.528247,171.773,14.665,-287.79566,62.135322,B,N,Africa,Lower-middle-income countries,13710857,0.75,0.20211976,0.038858926,0.11350386,1.3731552,0.011989943,SEN,0.18175357,0.17927618,1,8,-16.60875,14.665,0.28634887,273,204319,-14.6446,14.3796,14.3796,12.375,16.625,1.10062,0.0549598,49.9937,39.1113,11.996,87.6151,472.3,0.0651201,0.98537,0.27303,0.72697,0,0,0,B,0.72697,17,17,0.24097869,0.0050361177,0.23427871,0.24765793,0.23391233,0.25198397,0.018071639,Western Africa,Africa,0.038858926,0.012674151,0.045370184,-0.059225114,0.2854,5.3103088,False,1.1974142,0.013,HH,HH,HH
Sierra Leone,0.22372061,4.3325518,29.089,8.84,216.62177,150.18275,A,N,Africa,Low-income countries,6714057,0.5,0.19897522,0.024745392,0.069151742,0.84956673,0.0026866595,SLE,0.16215966,0.16062185,1,2,-12.16,8.84,0.12292877,110,84070.2,-11.8842,8.46964,8.46964,6.875,9.875,0.758184,0.10929,187.982,172.016,13.3848,437.455,862.839,0.130303,0.963542,1,0,0,0,0,A,1,6,6,0.22372061,0.0016073077,0.22149787,0.22600347,0.22149787,0.22600347,0.0045055948,Western Africa,Africa,0.024745392,0.0051395605,-0.10079184,-0.061560953,0.37036,4.9246421,False,0.81784341,0.01,HH,HH,HH
